FusionGID,FusionGene,Hgene,HGID,Tgene,TGID
hg158tg5816,ADSL-PVALB,ADSL,158,PVALB,5816
hg121536tg54477,AEBP2-PLEKHA5,AEBP2,121536,PLEKHA5,54477
hg60312tg84448,AFAP1-ABLIM2,AFAP1,60312,ABLIM2,84448
hg60312tg80333,AFAP1-KCNIP4,AFAP1,60312,KCNIP4,80333
hg60312tg4915,AFAP1-NTRK2,AFAP1,60312,NTRK2,4915
hg60312tg5979,AFAP1-RET,AFAP1,60312,RET,5979
hg4299tg338657,AFF1-CCDC84,AFF1,4299,CCDC84,338657
hg4299tg147015,AFF1-DHRS13,AFF1,4299,DHRS13,147015
hg4299tg4297,AFF1-KMT2A,AFF1,4299,KMT2A,4297
hg4299tg5783,AFF1-PTPN13,AFF1,4299,PTPN13,5783
hg4299tg23350,AFF1-U2SURP,AFF1,4299,U2SURP,23350
hg4299tg51366,AFF1-UBR5,AFF1,4299,UBR5,51366
hg4299tg51741,AFF1-WWOX,AFF1,4299,WWOX,51741
hg3899tg10014,AFF3-HDAC5,AFF3,3899,HDAC5,10014
hg3899tg79595,AFF3-SAP130,AFF3,3899,SAP130,79595
hg27125tg23105,AFF4-FSTL4,AFF4,27125,FSTL4,23105
hg10939tg10346,AFG3L2-TRIM22,AFG3L2,10939,TRIM22,10346
hg173tg213,AFM-ALB,AFM,173,ALB,213
hg125061tg147138,AFMID-TMC8,AFMID,125061,TMC8,147138
hg125061tg57690,AFMID-TNRC6C,AFMID,125061,TNRC6C,57690
hg54812tg1997,AFTPH-ELF1,AFTPH,54812,ELF1,1997
hg54812tg7068,AFTPH-THRB,AFTPH,54812,THRB,7068
hg116987tg9509,AGAP1-ADAMTS2,AGAP1,116987,ADAMTS2,9509
hg116987tg23192,AGAP1-ATG4B,AGAP1,116987,ATG4B,23192
hg116987tg79762,AGAP1-C1orf115,AGAP1,116987,C1orf115,79762
hg116987tg9541,AGAP1-CIR1,AGAP1,116987,CIR1,9541
hg116987tg64708,AGAP1-COPS7B,AGAP1,116987,COPS7B,64708
hg116987tg64135,AGAP1-IFIH1,AGAP1,116987,IFIH1,64135
hg116987tg84966,AGAP1-IGSF21,AGAP1,116987,IGSF21,84966
hg116987tg4147,AGAP1-MATN2,AGAP1,116987,MATN2,4147
hg116987tg60560,AGAP1-NAA35,AGAP1,116987,NAA35,60560
hg116987tg135138,AGAP1-PACRG,AGAP1,116987,PACRG,135138
hg116987tg54984,AGAP1-PINX1,AGAP1,116987,PINX1,54984
hg116987tg60561,AGAP1-RINT1,AGAP1,116987,RINT1,60561
hg116987tg83595,AGAP1-SOX7,AGAP1,116987,SOX7,83595
hg116987tg54558,AGAP1-SPATA6,AGAP1,116987,SPATA6,54558
hg116987tg140739,AGAP1-UBE2F,AGAP1,116987,UBE2F,140739
hg116987tg55717,AGAP1-WDR11,AGAP1,116987,WDR11,55717
hg116986tg23011,AGAP2-RAB21,AGAP2,116986,RAB21,23011
hg116986tg91147,AGAP2-TMEM67,AGAP2,116986,TMEM67,91147
hg116988tg1523,AGAP3-CUX1,AGAP3,116988,CUX1,1523
hg116988tg2913,AGAP3-GRM3,AGAP3,116988,GRM3,2913
hg116988tg79050,AGAP3-NOC4L,AGAP3,116988,NOC4L,79050
hg116988tg7038,AGAP3-TG,AGAP3,116988,TG,7038
hg84871tg79656,AGBL4-BEND5,AGBL4,84871,BEND5,79656
hg84871tg11124,AGBL4-FAF1,AGBL4,84871,FAF1,11124
hg60509tg26038,AGBL5-CHD5,AGBL5,60509,CHD5,26038
hg3267tg728591,AGFG1-CCDC169,AGFG1,3267,CCDC169,728591
hg3267tg56947,AGFG1-MFF,AGFG1,3267,MFF,56947
hg3267tg10051,AGFG1-SMC4,AGFG1,3267,SMC4,10051
hg3267tg27044,AGFG1-SND1,AGFG1,3267,SND1,27044
hg3267tg9015,AGFG1-TAF1A,AGFG1,3267,TAF1A,9015
hg3267tg200424,AGFG1-TET3,AGFG1,3267,TET3,200424
hg3267tg7456,AGFG1-WIPF1,AGFG1,3267,WIPF1,7456
hg3268tg10980,AGFG2-COPS6,AGFG2,3268,COPS6,10980
hg55109tg8546,AGGF1-AP3B1,AGGF1,55109,AP3B1,8546
hg55109tg5894,AGGF1-RAF1,AGGF1,55109,RAF1,5894
hg55750tg673,AGK-BRAF,AGK,55750,BRAF,673
hg392636tg4223,AGMO-MEOX2,AGMO,392636,MEOX2,4223
hg392636tg65268,AGMO-WNK2,AGMO,392636,WNK2,65268
hg27161tg54108,AGO2-CHRAC1,AGO2,27161,CHRAC1,54108
hg27161tg1655,AGO2-DDX5,AGO2,27161,DDX5,1655
hg27161tg115294,AGO2-PCMTD1,AGO2,27161,PCMTD1,115294
hg27161tg100101267,AGO2-POM121C,AGO2,27161,POM121C,100101267
hg27161tg5747,AGO2-PTK2,AGO2,27161,PTK2,5747
hg27161tg83696,AGO2-TRAPPC9,AGO2,27161,TRAPPC9,83696
hg10555tg56882,AGPAT2-CDC42SE1,AGPAT2,10555,CDC42SE1,56882
hg55326tg2222,AGPAT5-FDFT1,AGPAT5,55326,FDFT1,2222
hg55326tg157855,AGPAT5-KCNU1,AGPAT5,55326,KCNU1,157855
hg137964tg203102,AGPAT6-ADAM32,AGPAT6,137964,ADAM32,203102
hg137964tg2339,AGPAT6-FNTA,AGPAT6,137964,FNTA,2339
hg84803tg51138,AGPAT9-COPS4,AGPAT9,84803,COPS4,51138
hg8540tg220988,AGPS-HNRNPA3,AGPS,8540,HNRNPA3,220988
hg8540tg4000,AGPS-LMNA,AGPS,8540,LMNA,4000
hg8540tg25843,AGPS-MOB4,AGPS,8540,MOB4,25843
hg8540tg50940,AGPS-PDE11A,AGPS,8540,PDE11A,50940
hg10551tg30001,AGR2-ERO1L,AGR2,10551,ERO1L,30001
hg375790tg572,AGRN-BAD,AGRN,375790,BAD,572
hg375790tg9636,AGRN-ISG15,AGRN,375790,ISG15,9636
hg375790tg4601,AGRN-MXI1,AGRN,375790,MXI1,4601
hg375790tg79050,AGRN-NOC4L,AGRN,375790,NOC4L,79050
hg375790tg9780,AGRN-PIEZO1,AGRN,375790,PIEZO1,9780
hg375790tg6136,AGRN-RPL12,AGRN,375790,RPL12,6136
hg375790tg148398,AGRN-SAMD11,AGRN,375790,SAMD11,148398
hg375790tg124245,AGRN-ZC3H18,AGRN,375790,ZC3H18,124245
hg23287tg2776,AGTPBP1-GNAQ,AGTPBP1,23287,GNAQ,2776
hg57085tg673,AGTRAP-BRAF,AGTRAP,57085,BRAF,673
hg57085tg55187,AGTRAP-VPS13D,AGTRAP,57085,VPS13D,55187
hg25909tg493,AHCTF1-ATP2B4,AHCTF1,25909,ATP2B4,493
hg191tg128869,AHCY-PIGU,AHCY,191,PIGU,128869
hg191tg6176,AHCY-RPLP1,AHCY,191,RPLP1,6176
hg10768tg79961,AHCYL1-DENND2D,AHCYL1,10768,DENND2D,79961
hg10768tg9372,AHCYL1-ZFYVE9,AHCYL1,10768,ZFYVE9,9372
hg23382tg27044,AHCYL2-SND1,AHCYL2,23382,SND1,27044
hg54806tg160419,AHI1-C12orf50,AHI1,54806,C12orf50,160419
hg54806tg10767,AHI1-HBS1L,AHI1,54806,HBS1L,10767
hg54806tg4602,AHI1-MYB,AHI1,54806,MYB,4602
hg54806tg6146,AHI1-RPL22,AHI1,54806,RPL22,6146
hg54806tg6446,AHI1-SGK1,AHI1,54806,SGK1,6446
hg79026tg57448,AHNAK-BIRC6,AHNAK,79026,BIRC6,57448
hg79026tg5977,AHNAK-DPF2,AHNAK,79026,DPF2,5977
hg79026tg8986,AHNAK-RPS6KA4,AHNAK,79026,RPS6KA4,8986
hg196tg5218,AHR-CDK14,AHR,196,CDK14,5218
hg57491tg10677,AHRR-AVIL,AHRR,57491,AVIL,10677
hg10598tg91147,AHSA1-TMEM67,AHSA1,10598,TMEM67,91147
hg130872tg339804,AHSA2-C2orf74,AHSA2,130872,C2orf74,339804
hg197tg10726,AHSG-NUDC,AHSG,197,NUDC,10726
hg197tg7018,AHSG-TF,AHSG,197,TF,7018
hg64853tg10791,AIDA-VAMP5,AIDA,64853,VAMP5,10791
hg51151tg84071,AIM1-ARMC2,AIM1,51151,ARMC2,84071
hg7965tg27102,AIMP2-EIF2AK1,AIMP2,7965,EIF2AK1,27102
hg84962tg55125,AJUBA-CEP192,AJUBA,84962,CEP192,55125
hg203tg27090,AK1-ST6GALNAC4,AK1,203,ST6GALNAC4,27090
hg50808tg10171,AK3-RCL1,AK3,50808,RCL1,10171
hg205tg55706,AK4-NDC1,AK4,205,NDC1,55706
hg205tg79971,AK4-WLS,AK4,205,WLS,79971
hg26289tg23032,AK5-USP33,AK5,26289,USP33,23032
hg8165tg339210,AKAP1-C17orf67,AKAP1,8165,C17orf67,339210
hg11216tg79018,AKAP10-GID4,AKAP10,11216,GID4,79018
hg11215tg55690,AKAP11-PACS1,AKAP11,11215,PACS1,55690
hg9590tg10973,AKAP12-ASCC3,AKAP12,9590,ASCC3,10973
hg11214tg113201,AKAP13-CASC4,AKAP13,11214,CASC4,113201
hg11214tg4593,AKAP13-MUSK,AKAP13,11214,MUSK,4593
hg11214tg4916,AKAP13-NTRK3,AKAP13,11214,NTRK3,4916
hg11214tg5979,AKAP13-RET,AKAP13,11214,RET,5979
hg11214tg6165,AKAP13-RPL35A,AKAP13,11214,RPL35A,6165
hg11214tg6688,AKAP13-SPI1,AKAP13,11214,SPI1,6688
hg11214tg23345,AKAP13-SYNE1,AKAP13,11214,SYNE1,23345
hg9472tg112399,AKAP6-EGLN3,AKAP6,9472,EGLN3,112399
hg9472tg5587,AKAP6-PRKD1,AKAP6,9472,PRKD1,5587
hg9472tg171546,AKAP6-SPTSSA,AKAP6,9472,SPTSSA,171546
hg9465tg22796,AKAP7-COG2,AKAP7,9465,COG2,22796
hg9465tg2099,AKAP7-ESR1,AKAP7,9465,ESR1,2099
hg10270tg23476,AKAP8-BRD4,AKAP8,10270,BRD4,23476
hg10270tg125972,AKAP8-CALR3,AKAP8,10270,CALR3,125972
hg10270tg64172,AKAP8-OSGEPL1,AKAP8,10270,OSGEPL1,64172
hg10270tg81671,AKAP8-VMP1,AKAP8,10270,VMP1,81671
hg26993tg58513,AKAP8L-EPS15L1,AKAP8L,26993,EPS15L1,58513
hg26993tg58525,AKAP8L-WIZ,AKAP8L,26993,WIZ,58525
hg10142tg10142,AKAP9-AKAP9,AKAP9,10142,AKAP9,10142
hg10142tg673,AKAP9-BRAF,AKAP9,10142,BRAF,673
hg10142tg5218,AKAP9-CDK14,AKAP9,10142,CDK14,5218
hg10142tg28227,AKAP9-PPP2R3B,AKAP9,10142,PPP2R3B,28227
hg10142tg7227,AKAP9-TRPS1,AKAP9,10142,TRPS1,7227
hg79647tg64769,AKIRIN1-MEAF6,AKIRIN1,79647,MEAF6,64769
hg10327tg28974,AKR1A1-C19orf53,AKR1A1,10327,C19orf53,28974
hg57016tg5438,AKR1B10-POLR2I,AKR1B10,57016,POLR2I,5438
hg1645tg5373,AKR1C1-PMM2,AKR1C1,1645,PMM2,5373
hg8644tg83592,AKR1C3-AKR1E2,AKR1C3,8644,AKR1E2,83592
hg22977tg832,AKR7A3-CAPZB,AKR7A3,22977,CAPZB,832
hg246181tg832,AKR7L-CAPZB,AKR7L,246181,CAPZB,832
hg207tg567,AKT1-B2M,AKT1,207,B2M,567
hg207tg3705,AKT1-ITPK1,AKT1,207,ITPK1,3705
hg208tg8439,AKT2-NSMAF,AKT2,208,NSMAF,8439
hg10000tg159,AKT3-ADSS,AKT3,10000,ADSS,159
hg10000tg8556,AKT3-CDC14A,AKT3,10000,CDC14A,8556
hg10000tg9859,AKT3-CEP170,AKT3,10000,CEP170,9859
hg10000tg51029,AKT3-DESI2,AKT3,10000,DESI2,51029
hg10000tg5520,AKT3-PPP2R2A,AKT3,10000,PPP2R2A,5520
hg10000tg5801,AKT3-PTPRR,AKT3,10000,PTPRR,5801
hg10000tg6000,AKT3-RGS7,AKT3,10000,RGS7,6000
hg10000tg10806,AKT3-SDCCAG8,AKT3,10000,SDCCAG8,10806
hg211tg211,ALAS1-ALAS1,ALAS1,211,ALAS1,211
hg211tg3087,ALAS1-HHEX,ALAS1,211,HHEX,3087
hg211tg6733,ALAS1-SRPK2,ALAS1,211,SRPK2,6733
hg213tg28976,ALB-ACAD9,ALB,213,ACAD9,28976
hg213tg51,ALB-ACOX1,ALB,213,ACOX1,51
hg213tg126,ALB-ADH1C,ALB,213,ADH1C,126
hg213tg213,ALB-ALB,ALB,213,ALB,213
hg213tg718,ALB-C3,ALB,213,C3,718
hg213tg5393,ALB-EXOSC9,ALB,213,EXOSC9,5393
hg213tg10943,ALB-MSL3,ALB,213,MSL3,10943
hg213tg5004,ALB-ORM1,ALB,213,ORM1,5004
hg213tg462,ALB-SERPINC1,ALB,213,SERPINC1,462
hg213tg710,ALB-SERPING1,ALB,213,SERPING1,710
hg213tg80208,ALB-SPG11,ALB,213,SPG11,80208
hg213tg7018,ALB-TF,ALB,213,TF,7018
hg214tg868,ALCAM-CBLB,ALCAM,214,CBLB,868
hg214tg83939,ALCAM-EIF2A,ALCAM,214,EIF2A,83939
hg214tg5073,ALCAM-PARN,ALCAM,214,PARN,5073
hg214tg30011,ALCAM-SH3KBP1,ALCAM,214,SH3KBP1,30011
hg8854tg102,ALDH1A2-ADAM10,ALDH1A2,8854,ADAM10,102
hg10840tg54946,ALDH1L1-SLC41A3,ALDH1L1,10840,SLC41A3,54946
hg217tg1192,ALDH2-CLIC1,ALDH2,217,CLIC1,1192
hg217tg3303,ALDH2-HSPA1A,ALDH2,217,HSPA1A,3303
hg217tg8825,ALDH2-LIN7A,ALDH2,217,LIN7A,8825
hg217tg987,ALDH2-LRBA,ALDH2,217,LRBA,987
hg217tg6160,ALDH2-RPL31,ALDH2,217,RPL31,6160
hg217tg6229,ALDH2-RPS24,ALDH2,217,RPS24,6229
hg217tg7033,ALDH2-TFF3,ALDH2,217,TFF3,7033
hg224tg1984,ALDH3A2-EIF5A,ALDH3A2,224,EIF5A,1984
hg224tg57605,ALDH3A2-PITPNM2,ALDH3A2,224,PITPNM2,57605
hg221tg5091,ALDH3B1-PC,ALDH3B1,221,PC,5091
hg222tg218,ALDH3B2-ALDH3A1,ALDH3B2,222,ALDH3A1,218
hg8659tg832,ALDH4A1-CAPZB,ALDH4A1,8659,CAPZB,832
hg7915tg51473,ALDH5A1-DCDC2,ALDH5A1,7915,DCDC2,51473
hg7915tg4217,ALDH5A1-MAP3K5,ALDH5A1,7915,MAP3K5,4217
hg501tg5304,ALDH7A1-PIP,ALDH7A1,501,PIP,5304
hg223tg29922,ALDH9A1-NME7,ALDH9A1,223,NME7,29922
hg223tg54499,ALDH9A1-TMCO1,ALDH9A1,223,TMCO1,54499
hg226tg58,ALDOA-ACTA1,ALDOA,226,ACTA1,58
hg226tg22948,ALDOA-CCT5,ALDOA,226,CCT5,22948
hg226tg283310,ALDOA-OTOGL,ALDOA,226,OTOGL,283310
hg226tg11284,ALDOA-PNKP,ALDOA,226,PNKP,11284
hg226tg54414,ALDOA-SIAE,ALDOA,226,SIAE,54414
hg229tg718,ALDOB-C3,ALDOB,229,C3,718
hg144245tg23164,ALG10B-MPRIP,ALG10B,144245,MPRIP,23164
hg440138tg57338,ALG11-JPH3,ALG11,440138,JPH3,57338
hg440138tg57732,ALG11-ZFYVE28,ALG11,440138,ZFYVE28,57732
hg199857tg1266,ALG14-CNN3,ALG14,199857,CNN3,1266
hg199857tg3716,ALG14-JAK1,ALG14,199857,JAK1,3716
hg199857tg4898,ALG14-NRD1,ALG14,199857,NRD1,4898
hg29880tg128869,ALG5-PIGU,ALG5,29880,PIGU,128869
hg29880tg55578,ALG5-SUPT20H,ALG5,29880,SUPT20H,55578
hg29880tg64409,ALG5-WBSCR17,ALG5,29880,WBSCR17,64409
hg29929tg1854,ALG6-DUT,ALG6,29929,DUT,1854
hg29929tg55356,ALG6-SLC22A15,ALG6,29929,SLC22A15,55356
hg29929tg148581,ALG6-UBE2U,ALG6,29929,UBE2U,148581
hg79053tg4135,ALG8-MAP6,ALG8,79053,MAP6,4135
hg79053tg79731,ALG8-NARS2,ALG8,79053,NARS2,79731
hg79053tg92017,ALG8-SNX29,ALG8,79053,SNX29,92017
hg238tg79623,ALK-GALNT14,ALK,238,GALNT14,79623
hg238tg8796,ALK-SCEL,ALK,238,SCEL,8796
hg54890tg51168,ALKBH5-MYO15A,ALKBH5,54890,MYO15A,51168
hg246tg5708,ALOX15-PSMD2,ALOX15,246,PSMD2,5708
hg240tg5644,ALOX5-PRSS1,ALOX5,240,PRSS1,5644
hg80216tg80155,ALPK1-NAA15,ALPK1,80216,NAA15,80155
hg60529tg65975,ALX4-STK33,ALX4,60529,STK33,65975
hg23600tg114899,AMACR-C1QTNF3,AMACR,23600,C1QTNF3,114899
hg23600tg91942,AMACR-NDUFAF2,AMACR,23600,NDUFAF2,91942
hg259tg113220,AMBP-KIF12,AMBP,259,KIF12,113220
hg259tg5950,AMBP-RBP4,AMBP,259,RBP4,5950
hg259tg28959,AMBP-TMEM176B,AMBP,259,TMEM176B,28959
hg55626tg9793,AMBRA1-CKAP5,AMBRA1,55626,CKAP5,9793
hg55626tg4038,AMBRA1-LRP4,AMBRA1,55626,LRP4,4038
hg262tg262,AMD1-AMD1,AMD1,262,AMD1,262
hg262tg55862,AMD1-ECHDC1,AMD1,262,ECHDC1,55862
hg262tg57724,AMD1-EPG5,AMD1,262,EPG5,57724
hg262tg9896,AMD1-FIG4,AMD1,262,FIG4,9896
hg262tg129642,AMD1-MBOAT2,AMD1,262,MBOAT2,129642
hg51005tg91949,AMDHD2-COG7,AMDHD2,51005,COG7,91949
hg51005tg28831,AMDHD2-IGLJ3,AMDHD2,51005,IGLJ3,28831
hg267tg583,AMFR-BBS2,AMFR,267,BBS2,583
hg267tg79068,AMFR-FTO,AMFR,267,FTO,79068
hg267tg3684,AMFR-ITGAM,AMFR,267,ITGAM,3684
hg267tg54879,AMFR-ST7L,AMFR,267,ST7L,54879
hg9949tg84647,AMMECR1-PLA2G12B,AMMECR1,9949,PLA2G12B,84647
hg196394tg55711,AMN1-FAR2,AMN1,196394,FAR2,55711
hg10393tg65008,ANAPC10-MRPL1,ANAPC10,10393,MRPL1,65008
hg25906tg26064,ANAPC15-RAI14,ANAPC15,25906,RAI14,26064
hg25906tg25858,ANAPC15-TEX40,ANAPC15,25906,TEX40,25858
hg119504tg10367,ANAPC16-MICU1,ANAPC16,119504,MICU1,10367
hg29945tg3516,ANAPC4-RBPJ,ANAPC4,29945,RBPJ,3516
hg29945tg57142,ANAPC4-RTN4,ANAPC4,29945,RTN4,57142
hg29945tg55031,ANAPC4-USP47,ANAPC4,29945,USP47,55031
hg51433tg8751,ANAPC5-ADAM15,ANAPC5,51433,ADAM15,8751
hg51433tg84678,ANAPC5-KDM2B,ANAPC5,51433,KDM2B,84678
hg51433tg4048,ANAPC5-LTA4H,ANAPC5,51433,LTA4H,4048
hg51433tg23524,ANAPC5-SRRM2,ANAPC5,51433,SRRM2,23524
hg51433tg7419,ANAPC5-VDAC3,ANAPC5,51433,VDAC3,7419
hg51434tg50940,ANAPC7-PDE11A,ANAPC7,51434,PDE11A,50940
hg9068tg10580,ANGPTL1-SORBS1,ANGPTL1,9068,SORBS1,10580
hg286tg8756,ANK1-ADAM7,ANK1,286,ADAM7,8756
hg286tg84750,ANK1-FUT10,ANK1,286,FUT10,84750
hg286tg79698,ANK1-ZMAT4,ANK1,286,ZMAT4,79698
hg287tg80216,ANK2-ALPK1,ANK2,287,ALPK1,80216
hg287tg79658,ANK2-ARHGAP10,ANK2,287,ARHGAP10,79658
hg287tg57514,ANK2-ARHGAP31,ANK2,287,ARHGAP31,57514
hg288tg1124,ANK3-CHN2,ANK3,288,CHN2,1124
hg288tg54914,ANK3-FOCAD,ANK3,288,FOCAD,54914
hg288tg90550,ANK3-MCU,ANK3,288,MCU,90550
hg288tg6188,ANK3-RPS3,ANK3,288,RPS3,6188
hg288tg26136,ANK3-TES,ANK3,288,TES,26136
hg288tg8287,ANK3-USP9Y,ANK3,288,USP9Y,8287
hg150709tg54842,ANKAR-MFSD6,ANKAR,150709,MFSD6,54842
hg348094tg80301,ANKDD1A-PLEKHO2,ANKDD1A,348094,PLEKHO2,80301
hg51479tg440193,ANKFY1-CCDC88C,ANKFY1,51479,CCDC88C,440193
hg51479tg10653,ANKFY1-SPINT2,ANKFY1,51479,SPINT2,10653
hg51479tg7326,ANKFY1-UBE2G1,ANKFY1,51479,UBE2G1,7326
hg56172tg1767,ANKH-DNAH5,ANKH,56172,DNAH5,1767
hg54882tg51247,ANKHD1-PAIP2,ANKHD1,54882,PAIP2,51247
hg54882tg26230,ANKHD1-TIAM2,ANKHD1,54882,TIAM2,26230
hg404734tg404734,ANKHD1-EIF4EBP3-ANKHD1-EIF4EBP3,ANKHD1-EIF4EBP3,404734,ANKHD1-EIF4EBP3,404734
hg404734tg10042,ANKHD1-EIF4EBP3-HMGXB4,ANKHD1-EIF4EBP3,404734,HMGXB4,10042
hg54467tg10142,ANKIB1-AKAP9,ANKIB1,54467,AKAP9,10142
hg54467tg1576,ANKIB1-CYP3A4,ANKIB1,54467,CYP3A4,1576
hg54467tg2770,ANKIB1-GNAI1,ANKIB1,54467,GNAI1,2770
hg54467tg22853,ANKIB1-LMTK2,ANKIB1,54467,LMTK2,22853
hg54467tg5189,ANKIB1-PEX1,ANKIB1,54467,PEX1,5189
hg23141tg9612,ANKLE2-NCOR2,ANKLE2,23141,NCOR2,9612
hg23141tg4809,ANKLE2-NHP2L1,ANKLE2,23141,NHP2L1,4809
hg51281tg50940,ANKMY1-PDE11A,ANKMY1,51281,PDE11A,50940
hg55608tg3621,ANKRD10-ING1,ANKRD10,55608,ING1,3621
hg29123tg254827,ANKRD11-NAALADL2,ANKRD11,29123,NAALADL2,254827
hg29123tg9727,ANKRD11-RAB11FIP3,ANKRD11,29123,RAB11FIP3,9727
hg29123tg284129,ANKRD11-SLC26A11,ANKRD11,29123,SLC26A11,284129
hg23253tg23253,ANKRD12-ANKRD12,ANKRD12,23253,ANKRD12,23253
hg23253tg23136,ANKRD12-EPB41L3,ANKRD12,23253,EPB41L3,23136
hg23253tg2533,ANKRD12-FYB,ANKRD12,23253,FYB,2533
hg23253tg441024,ANKRD12-MTHFD2L,ANKRD12,23253,MTHFD2L,441024
hg23253tg23347,ANKRD12-SMCHD1,ANKRD12,23253,SMCHD1,23347
hg23253tg9218,ANKRD12-VAPA,ANKRD12,23253,VAPA,9218
hg88455tg488,ANKRD13A-ATP2A2,ANKRD13A,88455,ATP2A2,488
hg81573tg55631,ANKRD13C-LRRC40,ANKRD13C,81573,LRRC40,55631
hg81573tg5733,ANKRD13C-PTGER3,ANKRD13C,81573,PTGER3,5733
hg338692tg338692,ANKRD13D-ANKRD13D,ANKRD13D,338692,ANKRD13D,338692
hg26057tg2638,ANKRD17-GC,ANKRD17,26057,GC,2638
hg26057tg80333,ANKRD17-KCNIP4,ANKRD17,26057,KCNIP4,80333
hg26057tg5058,ANKRD17-PAK1,ANKRD17,26057,PAK1,5058
hg26057tg6133,ANKRD17-RPL9,ANKRD17,26057,RPL9,6133
hg26057tg23001,ANKRD17-WDFY3,ANKRD17,26057,WDFY3,23001
hg253650tg25925,ANKRD18A-ZNF521,ANKRD18A,253650,ZNF521,25925
hg441459tg401548,ANKRD18B-SNX30,ANKRD18B,441459,SNX30,401548
hg118932tg347731,ANKRD22-LRRTM3,ANKRD22,118932,LRRTM3,347731
hg118932tg4477,ANKRD22-MSMB,ANKRD22,118932,MSMB,4477
hg22852tg22852,ANKRD26-ANKRD26,ANKRD26,22852,ANKRD26,22852
hg22852tg55388,ANKRD26-MCM10,ANKRD26,22852,MCM10,55388
hg84079tg509,ANKRD27-ATP5C1,ANKRD27,84079,ATP5C1,509
hg84079tg10447,ANKRD27-FAM3C,ANKRD27,84079,FAM3C,10447
hg84079tg2317,ANKRD27-FLNB,ANKRD27,84079,FLNB,2317
hg84079tg5184,ANKRD27-PEPD,ANKRD27,84079,PEPD,5184
hg84079tg57677,ANKRD27-ZFP14,ANKRD27,84079,ZFP14,57677
hg84079tg9745,ANKRD27-ZNF536,ANKRD27,84079,ZNF536,9745
hg23243tg8292,ANKRD28-COLQ,ANKRD28,23243,COLQ,8292
hg23243tg26061,ANKRD28-HACL1,ANKRD28,23243,HACL1,26061
hg23243tg51317,ANKRD28-PHF21A,ANKRD28,23243,PHF21A,51317
hg23243tg9777,ANKRD28-TM9SF4,ANKRD28,23243,TM9SF4,9777
hg84250tg10788,ANKRD32-IQGAP2,ANKRD32,84250,IQGAP2,10788
hg651746tg170690,ANKRD33B-ADAMTS16,ANKRD33B,651746,ADAMTS16,170690
hg651746tg56172,ANKRD33B-ANKH,ANKRD33B,651746,ANKH,56172
hg651746tg9794,ANKRD33B-MAML1,ANKRD33B,651746,MAML1,9794
hg651746tg25836,ANKRD33B-NIPBL,ANKRD33B,651746,NIPBL,25836
hg375248tg56886,ANKRD36-UGGT1,ANKRD36,375248,UGGT1,56886
hg400986tg51252,ANKRD36C-FAM178B,ANKRD36C,400986,FAM178B,51252
hg51239tg51252,ANKRD39-FAM178B,ANKRD39,51239,FAM178B,51252
hg91369tg23639,ANKRD40-LRRC6,ANKRD40,91369,LRRC6,23639
hg91369tg4784,ANKRD40-NFIX,ANKRD40,91369,NFIX,4784
hg91369tg26073,ANKRD40-POLDIP2,ANKRD40,91369,POLDIP2,26073
hg338699tg8301,ANKRD42-PICALM,ANKRD42,338699,PICALM,8301
hg338699tg29984,ANKRD42-RHOD,ANKRD42,338699,RHOD,29984
hg91526tg129563,ANKRD44-DIS3L2,ANKRD44,91526,DIS3L2,129563
hg91526tg4775,ANKRD44-NFATC3,ANKRD44,91526,NFATC3,4775
hg91526tg23093,ANKRD44-TTLL5,ANKRD44,91526,TTLL5,23093
hg157567tg4956,ANKRD46-ODF1,ANKRD46,157567,ODF1,4956
hg57182tg57721,ANKRD50-METTL14,ANKRD50,57182,METTL14,57721
hg283373tg253982,ANKRD52-ASPHD1,ANKRD52,283373,ASPHD1,253982
hg283373tg8445,ANKRD52-DYRK2,ANKRD52,283373,DYRK2,8445
hg23294tg51473,ANKS1A-DCDC2,ANKS1A,23294,DCDC2,51473
hg23294tg3710,ANKS1A-ITPR3,ANKS1A,23294,ITPR3,3710
hg23294tg23556,ANKS1A-PIGN,ANKS1A,23294,PIGN,23556
hg56899tg1407,ANKS1B-CRY1,ANKS1B,56899,CRY1,1407
hg56899tg10961,ANKS1B-ERP29,ANKS1B,56899,ERP29,10961
hg56899tg23074,ANKS1B-UHRF1BP1L,ANKS1B,56899,UHRF1BP1L,23074
hg124401tg146562,ANKS3-C16orf71,ANKS3,124401,C16orf71,146562
hg124401tg84656,ANKS3-GLYR1,ANKS3,124401,GLYR1,84656
hg124401tg124404,ANKS3-SEPT12,ANKS3,124401,SEPT12,124404
hg54443tg80820,ANLN-EEPD1,ANLN,54443,EEPD1,80820
hg54443tg11281,ANLN-POU6F2,ANLN,54443,POU6F2,11281
hg54443tg989,ANLN-SEPT7,ANLN,54443,SEPT7,989
hg55107tg55561,ANO1-CDC42BPG,ANO1,55107,CDC42BPG,55561
hg55107tg23428,ANO1-SLC7A8,ANO1,55107,SLC7A8,23428
hg55107tg137970,ANO1-UNC5D,ANO1,55107,UNC5D,137970
hg57101tg636,ANO2-BICD1,ANO2,57101,BICD1,636
hg57101tg196513,ANO2-DCP1B,ANO2,57101,DCP1B,196513
hg57101tg11165,ANO2-NUDT3,ANO2,57101,NUDT3,11165
hg121601tg144577,ANO4-C12orf66,ANO4,121601,C12orf66,144577
hg203859tg833,ANO5-CARS,ANO5,203859,CARS,833
